id,site,job_url,job_url_direct,title,company,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,description,company_industry,company_url,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description
li-4151045274,linkedin,https://www.linkedin.com/jobs/view/4151045274,https://candidat.francetravail.fr/offres/recherche/detail/187ZQWX&urlHash=y84s,Chef de projet informatique (H/F),CNAM,"Reims, Grand Est, France",2025-02-12,fulltime,,,,,,,mid-senior level,Project Management and Information Technology,,,"**Description** 
 Dans le cadre de l'accroissement de nos activités, nous recherchons un.e chef.fe de projet informatique. Outre la coordination des équipes de développement et d'administration des systèmes, vous contribuerez à la conduite des projets : \\- Recueillir et analyser les besoins \\- Rédiger les spécifications et estimer les charges induites \\- Planifier et superviser les interventions \\- Encadrer les prestations internes ou externes \\- Veiller à la qualité des services et à l'amélioration des processus
   

  

**PROFIL SOUHAITÉ**
**Expérience**
* 5 An(s)


**Savoirs et savoir\\-faire**
* Procédures qualité et sécurité des systèmes d'information et de télécoms
* Allouer et organiser les ressources d'un projet selon les besoins et contraintes
* Contrôler la réalisation et les coûts d'une prestation
* Superviser un projet d'étude et développement
* PHP, Symfony, JQuery
* Maitrise des process et méthodes de gest de projet
* Compréhension infrastructures réseaux
* Compréhension Linux, Windows
* Maitrise des pratiques DevOps


**Savoir\\-être professionnels**
* Avoir le sens du service
* Organiser son travail selon les priorités et les objectifs
* Travailler en équipe


**Formations**
* Bac\\+5 et plus ou équivalents informatique et systèmes d'information


 Source: France Travail (https://www.francetravail.fr/)",Railroad Equipment Manufacturing,https://www.linkedin.com/company/cnam,https://media.licdn.com/dms/image/v2/C4D0BAQGZDhJGg46N6g/company-logo_100_100/company-logo_100_100/0/1630556012367/cnam_logo?e=2147483647&v=beta&t=AgvJMWsmKK8j3Ir8OU0dI8RiCtJ1MEq6GH10Le4RksY,,,,,
li-4147638378,linkedin,https://www.linkedin.com/jobs/view/4147638378,https://r.holeest.com/redirect?poc=2&op=7973326641&o=1&from=https%3A%2F%2Fwww.hellowork.com%2Ffr-fr%2Femplois%2F60891300.html%3Futm_campaign%3Dclassique%2B-%2Blinkedin%2B-%2Bcommerce%26utm_content%3Dfluxlinkedin%26utm_medium%3Dmetamoteurs-free%26utm_source%3Dlinkedin%26utm_term%3D60891300&urlHash=cnEP,Chef de Marché Industrie H/F,CGR - COMPTOIR GENERAL DE ROBINETTERIE,"Tinqueux, Grand Est, France",2025-02-11,fulltime,,,,,,,associate,Marketing,,,"**Missions**
 Vous êtes passionné(e) par le marketing produit et client ? Vous avez une appétence pour les produits techniques industriels, du bâtiment ? CGR recherche son/sa futur(e) Chef de Marché Industrie (H/F) pour rejoindre son équipe Marketing basé à Tinqueux (51\\).
   

  

 Rattaché(é) à la Responsable Marketing Marché, vous intégrerez une équipe de 3 personnes, où vous aurez la charge du développement des gammes de produits confiées dans le respect de la stratégie commerciale et marketing de CGR.
   

  

 Vous serez le porte\\-parole de votre marché spécialisé dans le génie climatique.
   

  

**Votre Quotidien**
* Conduire l'analyse stratégique sur vos gammes de produits notamment en robinetterie industrielle pour répondre aux tendances et aux évolutions du marché
* Construire et développer l'offre produits, et en assurer le suivi : mise en place du plan d'action, conduite des analyses commerciales, collaboration avec les équipes achats et approvisionnements, proposition d'ajustements et d'améliorations continue de l'offre.
* Participer et animer des réunions projets avec le réseau commercial, logistique, achats, approvisionnement etc.
* Gérer le marketing opérationnel et les lancements des produits.
* Élaborer le plan marketing associé à l'offre, en étroite collaboration avec le service communication (construction de la stratégie commerciale produit et de l'argumentaire de vente, construction du cahier des charges commercial).
* Assurer une veille concurrentielle et technologique pour anticiper les besoins des clients et orienter vos actions.


 Le marché du Génie Climatique n'a plus de secret pour vous, l'environnement industriel vous passionne ? Alors venez rejoindre une équipe dynamique et contribuer à développer nos parts de marché.
   

  

**Profil**
 Doté(e) d'un excellent relationnel, vous savez créer, construire et développer des relations sur le long terme avec vos interlocuteurs internes et externes.
   

  

 De nature curieuse, vous êtes rigoureux(se) et organisé(e) dans un objectif d'apporter des solutions. Vous êtes reconnu pour vos analyses pertinentes et votre réactivité. Votre capacité à proposer des idées novatrices sera valorisée dans un environnement stimulant où l'autonomie et la prise d'initiative sont encouragées.
   

  

 Vous maîtrisez parfaitement le Pack Office et plus particulièrement Excel.
   

  

 Pour réussir dans ce rôle, voici le profil recherché :
   

  

* Expérience significative dans le milieu du bâtiment/industrie
* Une expertise reconnue en distribution B2B
* Solide expérience préalable en tant que chef de marché
* Aptitudes avérées pour l'analyse stratégique et la gestion de projet
* Charisme naturel permettant une aisance relationnelle autant avec les équipes internes qu'avec nos partenaires externes.


 De formation commerciale ou marketing, vous avez une expérience professionnelle d'au moins 3 ans, idéalement au poste de chef de marché dans le B to B.
   

  

 Vos qualités interpersonnelles seront un atout indispensable : communiquer efficacement tout en influençant positivement votre entourage sera déterminant. Si vous vous reconnaissez dans ces compétences recherchées, préparez\\-vous à relever ce défi captivant chez CGR et rejoignez l'équipe marketing marché d'Aurélie !
   

  

**Infos complémentaires**
**Vos Avantages, Les Voici**
* Une rémunération fixe sur 13 mois
* Une prime de participation et d'intéressement
* Des jours de RTT
* Des titres restaurant
* Des chèque vacances
* Une mutuelle et prévoyance
* Une charte du télétravail
* Une équipe CSE qui met tout en oeuvre pour une bonne cohésion


 Notre annonce correspond à vos attentes, n'hésitez pas et postulez dès maintenant !
   

  

 Pssst ! Nous recherchons avant tout des profils talentueux qui partagent notre vision et notre dynamisme. Si vous pensez convenir pour ce poste, partagez nous votre CV.
   

  

**Description Entreprise**
 Distributeur spécialisé en robinetterie et accessoires depuis plus de 40 ans, nous accompagnons les professionnels du Génie Climatique, du Logement et de l'Industrie dans la réussite de leurs projets.
   

  

 Pour ce faire, nous proposons une gamme élargie de solutions et de services associée à une logistique de pointe et à l'expertise de nos 300 collaborateurs.
   

  

 Nos valeurs : Respect \\- Bien\\-être \\- Détermination \\- Innovation
   

  

 En constante évolution pour satisfaire nos clients, nous recherchons de nouveaux talents passionnés et engagés qui souhaitent s'investir pour révolutionner durablement la distribution.
   

  

 Prêt à rejoindre la Team CGR ?",Wholesale,https://fr.linkedin.com/company/comptoir-general-de-robinetterie,https://media.licdn.com/dms/image/v2/C560BAQE5WVL313F9sA/company-logo_100_100/company-logo_100_100/0/1630589002960/comptoir_general_de_robinetterie_logo?e=2147483647&v=beta&t=aUmwWtrVYdAZiOfCjMdERmaTRdwHOlp8oBfw_Qy9Gao,,,,,
li-4147640229,linkedin,https://www.linkedin.com/jobs/view/4147640229,https://r.holeest.com/redirect?poc=2&op=7971240915&o=1&from=https%3A%2F%2Fwww.hellowork.com%2Ffr-fr%2Femplois%2F61669593.html%3Futm_campaign%3Dclassique%2B-%2Blinkedin%2B-%2Bindustrie%252cagroalimentaire%26utm_content%3Dfluxlinkedin%26utm_medium%3Dmetamoteurs-free%26utm_source%3Dlinkedin%26utm_term%3D61669593&urlHash=hwBV,Chef.Fe de Projet Travaux Neufs H/F,Celetis,"Reims, Grand Est, France",2025-02-11,fulltime,,,,,,,associate,Production,,,"**Missions**
 Sous la responsabilité de votre manager, vous intervenez en tant consultant.e ingénieur.e travaux neufs auprès de nos clients. Votre rôle s'articule autour de la conception jusqu'à la réalisation. Vous piloterez les projets relatifs aux nouvelles installations en vue d'améliorer les moyens de production.
   

  

 Les missions du poste
   

  

* Piloter et assurer l'avancement des principaux sujets techniques
* Piloter et dialoguer avec les différents fournisseurs, clients (internes/externes)
* Gérer les plannings de réalisation
* Contrôler et valider les installations livrées dans leurs phases d'exploitation
* Assurer le suivi et conduite de travaux
* Développer la relation client, identifiez leurs attentes et leurs besoins, proposez des solutions techniques et négociez des offres
* Animer et superviser les équipes sur les chantiers


**Profil**
 Diplômé.e d'une école d'ingénieurs ou d'une formation supérieure Bac \\+3 à 5 spécialité génie civil ou mécanique, automatismes, électrotechnique. Vous disposez d'une solide expérience en gestion de projets travaux neufs. Doté.e d'une bonne capacité d'adaptation, vous savez prendre du recul et gérer les imprévus quelles que soient les situations afin de trouver des solutions. Vous faites preuve d'un bon relationnel, de rigueur et d'organisation
   

  

 Vous aimez le travail en équipe.
   

  

 Dans le cadre de sa politique diversité, Celetis étudie, à compétences égales, toutes candidatures dont celles de personnes en situation de handicap.
   

  

**Description Entreprise**
 Depuis plus de 10 ans, Celetis s'est imposée comme un partenaire stratégique des plus grands acteurs industriels en France et au Benelux. Nous sommes présents dans des secteurs clés tels que l'Énergie, l'Agroalimentaire, les Life Sciences, le Transport, la Défense spatial, l'Industrie lourdes et l'Infrastructure. Notre mission : accompagner nos clients dans la recherche de solutions innovantes et dans l'accélération de leurs projets R\\&D.",Research Services,https://fr.linkedin.com/company/celetis,https://media.licdn.com/dms/image/v2/C560BAQFRUhlXEIroBw/company-logo_100_100/company-logo_100_100/0/1630593381546/celetis_logo?e=2147483647&v=beta&t=obI4PnDb-zoQI97rnl--1TTZph-vwu9Wi81N11TaGr4,,,,,
li-4126115328,linkedin,https://www.linkedin.com/jobs/view/4126115328,,Chef de Projet Etudes Tuyauteries H/F   (réf. CS-202501-435),CENTURION SEARCH | Cabinet de recrutement,,2025-02-10,fulltime,,,,,,,associate,Engineering and Manufacturing,,,"**CENTURION SEARCH** 
 accompagne une PME, filiale d'un groupe en croissance, spécialisée dans l'étude de projets de process industriels pour des grands comptes.
 



  





 La société (120 collaborateurs en France sur plusieurs implantations), mène des projets d'études variés (travaux neufs, rewamping, rétrofit) sur des sites industriels de renom (agroalimentaire, chimie, pharmaceutique, cosmétique, etc.).
 



  





 Afin de poursuivre son développement,
 **CENTURION SEARCH** 
 recrute un
 **Chef de Projet Etudes Tuyauteries H/F** 
 chargé d'accompagner les équipes de BE dans la définition des projets d'infrastructures.
 



  





 Au sein de la Direction Technique, en tant que Chef de Projet Études Tuyauteries, vous jouez un rôle clé dans la réussite des projets. Vos principales responsabilités incluent :
 


* ***Analyser les besoins techniques***
 : Vous étudiez les cahiers des charges et comprenez les attentes spécifiques des clients afin de proposer des solutions techniques adaptées.
* ***Chiffrer les projets***
 : En support des équipes commerciales, vous participez au chiffrage des projets (plannings, ressources, coûts) et le cas échéant à la soutenance technique des offres et des devis.
* ***Réaliser des relevés de mesure***
 : Vous effectuez des visites de site et réalisez les relevés précis des installations existantes, dans le cadre de projets de rewamping.
* ***Dimensionner les réseaux de tuyauterie***
 : Vous participez au dimensionnement des réseaux de tuyauterie, suivez les calculs associés en fonction des normes en vigueur et des contraintes techniques des projets (pression, débit, température, etc.) et déterminez les solutions technologiques adaptées.
* ***(Faire) Concevoir et modéliser en 3D***
 : Vous suivez la réalisation des plans d'ensemble et des détails de tuyauteries par les équipes du BE.
* ***Gérer plusieurs projets en parallèle***
 : Vous êtes amené à gérer plusieurs projets simultanément, d'envergure et de challenge divers ; à ce titre, vous êtes le garant de l'atteinte des objectifs (délais, rentabilité, etc.) fixés avec les clients en amont.
* ***Coordonner les équipes du Bureau d'Etudes***
 : En étroite collaboration avec les Chefs de Groupe, vous vous interfacez avec les équipes d'études, en veillant à la bonne communication entre les parties prenantes et au respect des délais.
* ***Veiller à la conformité réglementaire***
 : Vous vous assurez que les études et les installations sont conformes aux réglementations en vigueur (normes de sécurité, environnementales, etc.).
* ***Gérer les plannings et les budgets***
 : Vous êtes responsable de la tenue des délais, du respect des budgets alloués et de l'optimisation des ressources disponibles pour chaque projet.
* ***Maintenir la relation client***
 : En lien direct avec les clients, vous êtes leur interlocuteur privilégié tout au long du projet, depuis la phase de conception jusqu'à la livraison des études. Vous participez également aux réunions de suivi et de synthèse des projets.



  





 Professionnel de la mécanique et/ou des structures métalliques, Bac\\+2 à ingénieur (ENSAM, INSA, Polytech, BTS CRCI, Licence Pro Systèmes Industriels Option Conception et Fabrication en Chaudronnerie Industrielle, etc.), vous vous appuyez sur une expérience significative (10 années minimum) dans la gestion de projets de
 **tuyauterie industrielle** 
 .
 


* Habitué à intervenir sur des projets de travaux neufs et de rétrofit, vous avez de solides compétences techniques en dimensionnement de réseaux du tuyauteries, ainsi que sur les équipements périphériques (vannes, pompes, compresseurs, appareils sous pression, etc.).
* La connaissance d'outils 3D tels qu'AUTOCAD, SOLIDWORKS et/ou PDMS est impérative.
* Vous savez piloter des projets, depuis les phases de réponses à appels d'offres jusqu'à la remise des études (APS, APD, etc.), en vous appuyant sur les outils habituels (planification, analyse de risques, AMDECs produit et process, suivi financier, etc.).
* Vous savez gérer les interfaces avec les autres corps de métiers (instrumentation, contrôle\\-commande, procédés, etc.), et ce aussi bien avec des équipes internes que des partenaires externes (sous\\-traitants et clients).
* Méthodique, doté d'un sens aigu de la relation client et avec un goût pour la technique, vous vous révélez leader et capable d'animer des équipes projets.","Engineering Services, Agricultural Chemical Manufacturing, and Pharmaceutical Manufacturing",https://fr.linkedin.com/company/centurion-search,https://media.licdn.com/dms/image/v2/D4E0BAQHAB_9LHlvm9Q/company-logo_100_100/company-logo_100_100/0/1707560838388/centurion_search_logo?e=2147483647&v=beta&t=42hWl9bZmWm4WajKx32rgc1LtsLKSZaWi5ITi296qAs,,,,,
li-4149170936,linkedin,https://www.linkedin.com/jobs/view/4149170936,https://taleez.com/apply/chef-de-projets-innovation-sciences-de-la-vie-sante-h-f-reims-satt-nord-cdi/applying?utm_source=Linkedin&urlHash=TG3D,Chef de projets innovation Sciences de la Vie & Santé (H/F),SATT Nord,"Reims, Grand Est, France",2025-02-10,fulltime,,,,,,,entry level,Science,,,"Rattaché(e) au Responsable de la Business Unit, vous intégrez notre équipe actuellement composée de 7 personnes. Vous travaillez au quotidien en équipe projet composée d’une ingénieure en propriété intellectuelle, d'un(e) juriste et d’un(e) Business Developer.
   

  

 En tant qu’interlocuteur(trice) dédié(e) des chercheurs, et manager de projets, vous intervenez pour:
   

  

* La prospection et le sourcing d’innovations technologiques potentielles grâce aux relations que vous entretenez avec les chercheurs des unités de recherche du périmètre de la SATT NORD.
* Le montage du projet d’innovation technologique. Vous constituez l’équipe projet qui vous aidera notamment à établir le planning, le budget et la stratégie. Vous présentez votre programme devant le comité d’investissement.
* Le suivi et la gestion du projet en termes de qualité, délais, budgets, livrables et encadrement du personnel scientifique recruté pour le projet.
* La conduite de l’équipe projet tout au long du processus de développement jusqu’au transfert de la technologie à une entreprise/start\\-up. Vous fédérez l’équipe projet et êtes en appui du Business Developer. Vous mobilisez les expertises internes et prestataires externes pour la bonne conduite du projet.


**Profil Recherché**
 De formation supérieure dans le domaine de la Santé (Doctorat), vous justifiez de solides connaissances scientifiques et d’une expérience dans la recherche académique, idéalement dans la région Grand\\-Est.
   

  

 Vous justifiez uniquement d’une expérience de Chef de projet R\\&D en entreprise dans le domaine de la santé, votre profil peut nous intéresser également.
   

  

 Une connaissance de l’environnement de la recherche publique et de la valorisation de la recherche seront appréciés. De même, des connaissances en matière de propriété intellectuelle seraient un plus.
   

  

 Vous êtes reconnu(e) pour votre sens de la communication, esprit d’équipe et votre rigueur, et savez faire preuve d’autonomie et d’initiatives.
   

  

 Enfin, la maîtrise de l’anglais est un impératif pour ce poste.
   

  

**Nous Vous Offrons**
* de participer au développement d’innovations technologiques dans un dispositif unique en France : notre entreprise intervient sur l’ensemble de la chaine de valorisation de la recherche, de la détection de la technologie à son transfert au monde économique ;
* de travailler au sein d’une PME à taille humaine (70 personnes) et dynamique ;
* de bénéficier d’un accompagnement individualisé à votre arrivée pour faciliter le plus possible la prise en main du poste (parcours d’intégration, mentorat et formations selon profils…) ;
* d’avoir des conditions de travail favorables grâce à notre politique de télétravail (2 jours par semaine possibles).",Design Services and Research Services,https://fr.linkedin.com/company/satt-nord,https://media.licdn.com/dms/image/v2/C4E0BAQHNJ2k9RXkkBA/company-logo_100_100/company-logo_100_100/0/1671202410397/satt_nord_logo?e=2147483647&v=beta&t=UxTK3EbzjGAIFWOcSjKbAjBduPjFaBMPQ3Sa8Cq93RI,,,,,
